fiber	n	d	status	jacobian_order
t2_3	31	1	good_allowed	9984
t2_3	32	1	good_allowed	9984
t2_3	33	1	good_allowed	8448
t2_3	34	1	good_allowed	8448
t2_3	35	1	good_allowed	9984
t2_3	36	1	good_allowed	9984
t2_3	37	1	good_allowed	9984
t2_3	38	1	good_allowed	10752
t2_3	39	1	good_allowed	8448
t2_3	40	1	good_allowed	10752
t2_3	41	1	good_allowed	9216
t2_3	42	1	good_allowed	11520
t2_3	43	1	good_allowed	9984
t2_3	44	1	good_allowed	9984
t2_3	45	1	good_allowed	11520
t2_3	46	1	good_allowed	11520
t2_3	47	1	good_allowed	9984
t2_3	48	1	good_allowed	10752
t2_3	49	1	good_allowed	8448
t2_3	50	1	good_allowed	11520
t2_3	51	1	good_allowed	9216
t2_3	52	1	good_allowed	9216
t2_3	53	1	good_allowed	10752
t2_3	54	1	good_allowed	10752
t2_3	55	1	good_allowed	10752
t2_3	56	1	good_allowed	10752
t2_3	57	1	good_allowed	8448
t2_3	58	1	good_allowed	10752
t2_3	59	1	good_allowed	10752
t2_3	60	1	good_allowed	9984
t2_3	61	1	good_allowed	10752
t2_3	62	1	good_allowed	9984
t2_3	63	1	good_allowed	11520
t2_3	64	1	boundary	0
t2_3	65	1	good_allowed	9216
t2_3	66	1	good_allowed	9216
t2_3	67	1	good_allowed	9216
t2_3	68	1	good_allowed	9216
t2_3	69	1	good_allowed	9216
t2_3	70	1	good_allowed	10752
t2_3	71	1	good_allowed	9984
t2_3	72	1	good_allowed	8448
t2_3	73	1	good_allowed	9216
t2_3	74	1	good_allowed	11520
t2_3	75	1	good_allowed	9216
t2_3	76	1	good_allowed	8448
t2_3	77	1	good_allowed	8448
t2_3	78	1	good_allowed	8448
t2_3	79	1	good_allowed	8448
t2_3	80	1	good_allowed	11520
t2_3	81	1	good_allowed	9216
t2_3	82	1	good_allowed	8448
t2_3	83	1	good_allowed	9984
t2_3	84	1	good_allowed	10752
t2_3	85	1	good_allowed	8448
t2_3	86	1	good_allowed	11520
t2_3	87	1	good_allowed	9984
t2_3	88	1	good_allowed	9984
t2_3	89	1	good_allowed	11520
t2_3	90	1	good_allowed	10752
t2_3	91	1	good_allowed	9216
t2_3	92	1	good_allowed	10752
t2_3	93	1	good_allowed	11520
t2_3	94	1	good_allowed	8448
t2_3	95	1	good_allowed	10752
t2_3	96	1	good_allowed	9984
t2_3	97	1	good_allowed	9984
t2_3	98	1	good_allowed	9216
t2_3	99	1	good_allowed	11520
t2_3	100	1	boundary	0
t2_3	1	0	boundary	0
